"Key","SourceKind","CallCount","TemplateCount","ExampleUses","Status"
"PITN","item","1","1","270407 Gift Wrapped Thong Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PJFW","item","1","1","259214 Protest Placard - Maybe? (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PJTA","item","222","3","304168 Box of Nanocrystals (OnUse, requested QL 1) | 304169 Box of Nanocrystals (OnUse, requested QL 1) | 304399 YYY (OnUse, requested QL 148)","No capture and no unique client-data inference"
"PLAE","item","1","1","290635 Phil and the Gofles page 747 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PLAG","item","1","1","290637 Phil and the Gofles page 1209 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PLHI","item","1","1","270409 Gift Wrapped Hipster Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PLHP","item","1","1","270409 Gift Wrapped Hipster Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PLIN","item","2","1","286426 Box of Stuff (OnUse, requested QL 300) | 286426 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"PLPC","item","1","1","259201 Protest Placard - credz plz (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PLXX","item","1","1","286235 Plumbo XXX Leaflet Book (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PM3P","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 160)","No capture and no unique client-data inference"
"PMCG","item","1","1","302056 Sealed Bikini (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PMGA","item","1","1","303440 Garden Access Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PMNC","item","1","1","303439 Shadowlands Adventure Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PMSC","item","2","2","303439 Shadowlands Adventure Pack (OnUse, requested QL 1) | 303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNAG","item","1","1","290632 Phil and the Gofles page 28 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNAL","item","1","1","290638 Phil and the Gofles page 1321 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNAT","item","1","1","290633 Phil and the Gofles page 134 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNCG","item","1","1","302055 Sealed Boxer Shorts (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNCW","item","1","1","302041 Sealed Cute Pajamas (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNDE","item","1","1","270414 Gift Wrapped Cloak Assortment #2 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNNU","item","5","5","226288 Pure Novictum Ring for the Support Unit (OnUse, requested QL 1) | 226290 Pure Novictum Ring for the Control Unit (OnUse, requested QL 1) | 226291 Pure Novictum Ring for the Extermination Unit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNNV","item","5","5","226288 Pure Novictum Ring for the Support Unit (OnUse, requested QL 1) | 226290 Pure Novictum Ring for the Control Unit (OnUse, requested QL 1) | 226307 Pure Novictum Ring for the Infantry Unit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNOM","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNOT","item","1","1","270370 Gift Wrapped Outfit of the King (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNPB","item","1","1","304585 Vacuum Packed Pioneer Backpack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNRD","item","1","1","270416 Gift Wrapped Cloak Assortment #3 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PNTH","item","1","1","290259 Purple Thong (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POBE","item","1","1","303476 Heckler Juice Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POCF","item","2","2","270415 Gift Wrapped Cloak Assortment #3 (OnUse, requested QL 1) | 270416 Gift Wrapped Cloak Assortment #3 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POGM","item","2","2","288768 Sealed Portable Market Terminal - Seven Days (OnUse, requested QL 1) | 296309 Lindelus Nano Item (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POLB","nano-only","1","1","304606 Indomitable Flames (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POOS","item","3","1","286431 Box of Stuff (OnUse, requested QL 300) | 286431 Box of Stuff (OnUse, requested QL 275) | 286431 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"POOV","item","4","2","304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304562 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 220)","No capture and no unique client-data inference"
"POOW","item","2","2","304563 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 304564 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
"POOY","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POPD","item","1","1","259202 Protest Placard - wtb implants (OnUse, requested QL 1)","No capture and no unique client-data inference"
"POSR","item","1","1","286437 Box of Stuff (OnUse, requested QL 105)","No capture and no unique client-data inference"
"PPOB","item","2","2","304563 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 304564 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PPPC","item","1","1","259198 Protest Placard - Down With OT! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PPPD","item","1","1","259193 Protest Placard - ! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PPPL","item","1","1","259197 Protest Placard - The Only Good Clanner... (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PPUP","item","3","1","287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRBT","item","1","1","288761 Sealed Portable Bank Terminal - Seven Days (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRCR","item","4","4","235298 Unpolluted Crystal (OnUse, requested QL 1) | 235299 Unpolluted Crystal (OnUse, requested QL 300) | 280482 Unpolluted Crystal (OnUse, requested QL 300)","No capture and no unique client-data inference"
"PRGM","item","3","3","288767 Sealed Portable Market Terminal (OnUse, requested QL 1) | 296309 Lindelus Nano Item (OnUse, requested QL 1) | 303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRHH","item","2","2","297156 Wrapped Premium Health and Nano Recharger (OnUse, requested QL 1) | 303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRNL","item","1","1","303442 Leet Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PROA","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRPC","item","1","1","259318 Protest Placard - Clan Logo (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRPD","item","1","1","259207 Protest Placard - Unity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRQU","nano-only","1","1","285737 Prisoner Quest First Mission Spawn Nano (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRRO","item","2","2","286431 Box of Stuff (OnUse, requested QL 1) | 286436 Box of Stuff (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRRS","item","1","1","292312 Instant Perk Reset Item (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRSV","item","1","1","270387 Gift Wrapped Pirate Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRUF","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PRUI","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSBH","item","1","1","272603 Phasefront Hoverbike Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSBL","item","1","1","303476 Heckler Juice Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSCY","item","1","1","302051 Sealed Executive Cardinal Red Suit with Skirt (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSIF","item","1","1","291452 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSPC","item","1","1","259200 Protest Placard - pwn (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSPD","item","1","1","259195 Protest Placard - Yes! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PSPL","item","1","1","259206 Protest Placard - They Come In Peace (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTAD","item","1","1","290634 Phil and the Gofles page 243 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTAO","item","1","1","290640 Phil and the Gofles page 1457 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTBN","item","2","2","288766 Sealed Portable Bank Terminal (OnUse, requested QL 1) | 303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTCV","item","1","1","302058 Sealed Phasefront Elamorado (OnUse, requested QL 100)","No capture and no unique client-data inference"
"PTMA","item","4","4","257958 Portable Market Interface (OnUse, requested QL 1) | 288764 Portable Market Terminal - Seven Days (OnUse, requested QL 1) | 288765 Portable Market Terminal (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTOW","item","2","2","304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304562 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PTPC","item","1","1","258821 Protest Placard - LFT (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTPD","item","1","1","259192 Protest Placard - Omni-Tek Logo (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTPL","item","1","1","259194 Protest Placard - AFK! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PTPR","item","1","1","259190 Protest Placard - No Bronto Burger (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PUTH","item","1","1","290253 Blue Thong (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PUUI","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PUWT","item","1","1","301782 Sealed Penumbra White Quabbit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PUXX","item","1","1","286242 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PVCD","current-client item","1","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PVCE","current-client item","1","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PVCN","current-client item","2","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PVCS","current-client item","2","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PVOX","item","1","1","289572 Gift Wrapped Mittens (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PWCL","item","15","1","287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PWH0","item","1","1","289645 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PWRI","item","1","1","268715 Shopping Bag (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PXDN","item","1","1","304060 Gift of the Hollow Reaper (OnUse, requested QL 250)","No capture and no unique client-data inference"
"PXOL","item","5","2","303742 Sealed Symbiant and Spirit Package (OnUse, requested QL 215) | 303742 Sealed Symbiant and Spirit Package (OnUse, requested QL 215) | 304005 Sealed Symbiant and Spirit Package (OnUse, requested QL 215)","No capture and no unique client-data inference"
"PXST","item","1","1","301788 Sealed Yuletide Visage (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PYIS","item","1","1","287668 Clan Spy Start COL SPHERE (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"PYIT","item","1","1","287666 OT Extraction Start COL SPHERE (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"PYOA","item","4","2","304563 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 304563 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 304564 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PYOB","item","4","2","304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304562 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PYOF","item","2","2","304563 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 1) | 304564 Sealed Prototype Ofab Weapons - Ranged Combat (OnUse, requested QL 220)","No capture and no unique client-data inference"
